gene	SRR13943161	SRR13943160	SRR13943159	SRR13943158	SRR13943157	SRR13943156
ENSG00000002834	14.163070528238968	14.151313456192664	14.144193189088945	13.756608804856837	13.721523201464239	13.773616746090863
ENSG00000002919	9.516084671436548	9.52022368326199	9.500148068551312	10.137281763505737	10.014913428487796	10.12977793028228
ENSG00000002933	4.544198895635249	4.513658813383647	4.85481923793101	4.79862409635688	4.8510875704800185	5.360164242740143
ENSG00000003056	12.164307782637355	12.146396583511741	12.159080796684906	12.462221106390182	12.538755810754573	12.495109330460792
ENSG00000003096	8.255957454057832	8.173250818618428	8.272648897997097	8.555495459624645	8.439190913456807	8.422564428116425
ENSG00000003137	8.718042408048586	8.519546845151247	8.660642690949947	9.438210411914103	9.377217456258931	9.349286702374348
ENSG00000003147	7.895463206006366	7.722658302595498	7.587119235881712	7.672840543868111	7.45789657791765	7.409956467643846
ENSG00000003249	7.355667236377504	7.617003528592701	7.540477238978398	7.179947295636707	7.229685538625948	7.385457655494457
ENSG00000003393	10.513428541830379	10.481717790097061	10.42514016288559	10.019962363000158	10.086718913275233	10.052075538927683
ENSG00000003400	8.973587629996196	9.001604460247217	8.912255249305414	9.149795002353427	9.11395632051191	9.28058762754867
